candidate_id,source_id,source_url,source_sha256,archive_date,page_start,page_end,item_number,item_text,date,document_vote_date,license_number,license_num,normalized_license_num,outcome,disposition,outcome_text,board_granted_application,decision_bearing,completed_sale_verified,ambiguity_notes,review_status,event_id,event_type,action_subtype,transferor,transferor_dba,transferee,transferee_dba,from_address,to_address,pledge_recipient,parties,licensee,licensee_dba,collateral_as_stated
BLB-2021-05-06-c007,BLB-2021-05-06,https://www.boston.gov/sites/default/files/file/2021/05/Board%27s%20Voting%20Agenda%205.6.21_0.pdf,42745310e43ed14a61babd15ed8043d2e6a037eac8565c9c8b44a15c2de5b9b2,2021-05-06,2,2,6,"6. Pivo Ne Vino LLC
         D/B/A: Fenway Beer Shop
         98 VAN NESS ST
         BOSTON, MA 02215
         License #: LB-145840
         Holder of a Retail Package Store All Alcoholic Beverages License has petitioned to
      transfer the license from the above - To: Fenway Beer & Wine Corporation d/b/a Fenway
      Beer Shop (at the same location). Kevinn Leng, Manager. Closing hour at 11:00 PM.
      Lastly, has petitioned to pledge the license, inventory, and stock to Newburyport Bank.
         Attorney: Nelson C. Chang
Deferred",2021-05-06,2021-05-06,LB-145840,LB145840,LB145840,deferred,deferred,Deferred,False,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-05-06-c007-transfer,license_transfer,transfer_application_disposition,Pivo Ne Vino LLC,Fenway Beer Shop,Fenway Beer & Wine Corporation,Fenway Beer Shop,"98 VAN NESS ST BOSTON, MA 02215","98 VAN NESS ST BOSTON, MA 02215",,"{""transferor"": ""Pivo Ne Vino LLC"", ""transferee"": ""Fenway Beer & Wine Corporation""}",,,
BLB-2021-05-06-c007,BLB-2021-05-06,https://www.boston.gov/sites/default/files/file/2021/05/Board%27s%20Voting%20Agenda%205.6.21_0.pdf,42745310e43ed14a61babd15ed8043d2e6a037eac8565c9c8b44a15c2de5b9b2,2021-05-06,2,2,6,"6. Pivo Ne Vino LLC
         D/B/A: Fenway Beer Shop
         98 VAN NESS ST
         BOSTON, MA 02215
         License #: LB-145840
         Holder of a Retail Package Store All Alcoholic Beverages License has petitioned to
      transfer the license from the above - To: Fenway Beer & Wine Corporation d/b/a Fenway
      Beer Shop (at the same location). Kevinn Leng, Manager. Closing hour at 11:00 PM.
      Lastly, has petitioned to pledge the license, inventory, and stock to Newburyport Bank.
         Attorney: Nelson C. Chang
Deferred",2021-05-06,2021-05-06,LB-145840,LB145840,LB145840,deferred,deferred,Deferred,False,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-05-06-c007-pledge,license_pledge,pledge_application_disposition,,,,,"98 VAN NESS ST BOSTON, MA 02215",,Newburyport Bank,"{""licensee"": ""Fenway Beer & Wine Corporation"", ""pledge_recipient"": ""Newburyport Bank""}",Fenway Beer & Wine Corporation,Fenway Beer Shop,"[""license"", ""stock"", ""inventory""]"
BLB-2021-05-27-c022,BLB-2021-05-27,https://www.boston.gov/sites/default/files/file/2021/06/Board%20Voting%20Agenda%205.27.21.pdf,077b65ad5cfec445fd4b236782f5069cd451c2e334eeb76b376c45d9cb6a8b37,2021-05-27,5,5,12,"12. GEORGE BEST, INC.
    D/B/A: LIR
       903-905 BOYLSTON ST
       BOSTON, MA 02115
       License #: LB-98926
       Holder of a Common Victualler 7 Day All Alcoholic Beverages License has petitioned
    to transfer the license and the location from the above – To: Powder Dry, Inc. d/b/a
    Leader Bank Pavilion, 290 Northern Avenue Boston, MA 02210. The entire premises
    known as the Leader Bank Pavilion performance space, including seating area (5,493
    capacity), concessions areas, concourse, and private function space. Joseph Dunne,
    Manager.
       Attorney: DENNIS A. QUILTY
    GRANTED",2021-05-27,2021-05-27,LB-98926,LB98926,LB98926,granted,granted,GRANTED,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-05-27-c022-transfer,license_transfer,transfer_application_disposition,"GEORGE BEST, INC.",LIR,"Powder Dry, Inc.",Leader Bank Pavilion,"903-905 BOYLSTON ST BOSTON, MA 02115","290 Northern Avenue Boston, MA 02210",,"{""transferor"": ""GEORGE BEST, INC."", ""transferee"": ""Powder Dry, Inc.""}",,,
BLB-2021-05-27-c024,BLB-2021-05-27,https://www.boston.gov/sites/default/files/file/2021/06/Board%20Voting%20Agenda%205.27.21.pdf,077b65ad5cfec445fd4b236782f5069cd451c2e334eeb76b376c45d9cb6a8b37,2021-05-27,6,6,14,"14. CANTONA, INC.
    D/B/A: GLOBE
       384 BOYLSTON ST
       BOSTON, MA 02116
       License #: LB-98932
       Holder of a Common Victualler 7 Day All Alcoholic Beverages License has petitioned
    to transfer the license and the location from the above – To: Omni Boston Seaport
    Entertainment, LLC. d/b/a Omni Boston Hotel at the Seaport, 450 Summer Street
    Boston, MA 02210. The entirety of the Omni Boston Hotel at the Seaport, consisting of
    811,371 total square feet of space on 22 floors, including 1,054 guest rooms; meeting and
    event space; spa; retail and fitness areas; terrace and pool bar; full service restaurants, to
    go market, sporting club, brasserie and boulangerie with dining areas and bars located on
    the ground floor, as well as lobby and lobby bar on the ground floor. Michael Charles
    Jorgensen, Manager. Secondly, has petitioned to change the License Type – From:
    Common Victualler 7 Day All Alcoholic Beverages License To: Innholder All Alcoholic
    Beverages License. Lastly, has petitioned for approval of Management Services
    Agreement between Omni Boston Seaport Entertainment LLC and COJE LLC., and
    Omni Hotels Management.
       Attorney: Dennis A. Quilty
GRANTED",2021-05-27,2021-05-27,LB-98932,LB98932,LB98932,granted,granted,GRANTED,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-05-27-c024-transfer,license_transfer,transfer_application_disposition,"CANTONA, INC.",GLOBE,"Omni Boston Seaport Entertainment, LLC.",Omni Boston Hotel at the Seaport,"384 BOYLSTON ST BOSTON, MA 02116","450 Summer Street Boston, MA 02210",,"{""transferor"": ""CANTONA, INC."", ""transferee"": ""Omni Boston Seaport Entertainment, LLC.""}",,,
BLB-2021-06-03-c008,BLB-2021-06-03,https://www.boston.gov/sites/default/files/file/2021/06/Board%20Voting%20Agenda%206.3.2021.pdf,a57d78c4c56bdc20f9843de2c5b90e1ce364cc481bba4598ff340116671f2c4c,2021-06-03,3,3,8,"8. Little Steve's Pizza, Inc
      Doing business as: LITTLE STEVIE'S PIZZA
         1114 Boylston St., Boston, MA 02215
         License #: LB 99512
         Holder of a Common Victualler 7 Day Wines and Malt Beverages License has
      petitioned to transfer the license from the
         above – To: Food House, Inc. (at the same location). So Lim Ting, Manager. 12:00
      A.M. closing hour.
         Attorney: Carolyn M Conway

RESCHEDULED",2021-06-03,2021-06-03,LB-99512,LB99512,LB99512,rescheduled,rescheduled,RESCHEDULED,False,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-06-03-c008-transfer,license_transfer,transfer_application_disposition,"Little Steve's Pizza, Inc",LITTLE STEVIE'S PIZZA,"Food House, Inc.",,"1114 Boylston St., Boston, MA 02215","1114 Boylston St., Boston, MA 02215",,"{""transferor"": ""Little Steve's Pizza, Inc"", ""transferee"": ""Food House, Inc.""}",,,
BLB-2021-06-03-c009,BLB-2021-06-03,https://www.boston.gov/sites/default/files/file/2021/06/Board%20Voting%20Agenda%206.3.2021.pdf,a57d78c4c56bdc20f9843de2c5b90e1ce364cc481bba4598ff340116671f2c4c,2021-06-03,3,3,9,"9. Retail Beverages Partners South Bay, Inc.
      Doing business as: Liquor Aisle
         1100 Massachusetts Ave., Dorchester, MA 02125
         License #: LB 353145
         Holder of a Retail Package Store All-Alcoholic Beverages License has petitioned to
      transfer the license and location from
         the above – To: GB LL Holdings MA, LLC d/b/a goPuff 371 Dorchester Avenue
      Boston, MA 02127. The premises consist of
         a 7,704 square foot retail package store on first floor with storage, office and restroom.
      Ryan J. Grady, Manager. 11:00PM
         closing hour.
         Attorney: Joseph H. Devlin

CONTINUED",2021-06-03,2021-06-03,LB-353145,LB353145,LB353145,continued,continued,CONTINUED,False,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-06-03-c009-transfer,license_transfer,transfer_application_disposition,"Retail Beverages Partners South Bay, Inc.",Liquor Aisle,"GB LL Holdings MA, LLC",goPuff,"1100 Massachusetts Ave., Dorchester, MA 02125","371 Dorchester Avenue Boston, MA 02127",,"{""transferor"": ""Retail Beverages Partners South Bay, Inc."", ""transferee"": ""GB LL Holdings MA, LLC""}",,,
BLB-2021-06-24-c010,BLB-2021-06-24,https://www.boston.gov/sites/default/files/file/2021/06/Board%20Voting%20Agenda%206.24.21.pdf,2d32475c915b749e151decd4dc1d9c8e8c84eccb1b42b57826e24bb3ffb99383,2021-06-24,3,3,10,"10. Little Steve's Pizza, Inc
    Doing business as: LITTLE STEVIE'S PIZZA
    1114 Boylston St., Boston, MA 02215
    License #: LB-99512
    Holder of a Common Victualler 7 Day Wines and Malt Beverages License has petitioned
    to transfer the license and location from the above – To: Food House, Inc. d/b/a
    Friendship BBQ Allston 103 Brighton Avenue Boston, MA 02134. The premises consist
    of approx. 2000 square feet one room on first floor, dining consisting of 63 seats, no bar,
    kitchen and bathrooms in rear; basement for storage. So Lim Ting, Manager. 12:00 AM
    Closing Hour.
    Attorney: Carolyn M Conway
   GRANTED",2021-06-24,2021-06-24,LB-99512,LB99512,LB99512,granted,granted,GRANTED,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-06-24-c010-transfer,license_transfer,transfer_application_disposition,"Little Steve's Pizza, Inc",LITTLE STEVIE'S PIZZA,"Food House, Inc.",Friendship BBQ Allston,"1114 Boylston St., Boston, MA 02215","103 Brighton Avenue Boston, MA 02134",,"{""transferor"": ""Little Steve's Pizza, Inc"", ""transferee"": ""Food House, Inc.""}",,,
BLB-2021-06-24-c011,BLB-2021-06-24,https://www.boston.gov/sites/default/files/file/2021/06/Board%20Voting%20Agenda%206.24.21.pdf,2d32475c915b749e151decd4dc1d9c8e8c84eccb1b42b57826e24bb3ffb99383,2021-06-24,3,3,11,"11. Retail Beverages Partners - South Bay, Inc.
    Doing business as: Liquor Aisle
    1100 Massachusetts Ave., Dorchester, MA 02125
    License #: LB-353145
    Holder of a Retail Package Store All-Alcoholic Beverages License has petitioned to
    transfer the license and location from the above – To: GB LL Holdings MA, LLC d/b/a
    goPuff 371 Dorchester Avenue Boston, MA 02127. The premises consist of a 7,704
    square foot retail package store on first floor with storage, office and restroom. Ryan J.
    Grady, Manager. 11:00PM closing hour.
    Attorney: Joseph H. Devlin
    DEFER TO ALLOW FOR FURTHER COMMUNITY PROCESS",2021-06-24,2021-06-24,LB-353145,LB353145,LB353145,deferred,deferred,DEFER TO ALLOW FOR FURTHER COMMUNITY PROCESS,False,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-06-24-c011-transfer,license_transfer,transfer_application_disposition,"Retail Beverages Partners - South Bay, Inc.",Liquor Aisle,"GB LL Holdings MA, LLC",goPuff,"1100 Massachusetts Ave., Dorchester, MA 02125","371 Dorchester Avenue Boston, MA 02127",,"{""transferor"": ""Retail Beverages Partners - South Bay, Inc."", ""transferee"": ""GB LL Holdings MA, LLC""}",,,
BLB-2021-06-24-c012,BLB-2021-06-24,https://www.boston.gov/sites/default/files/file/2021/06/Board%20Voting%20Agenda%206.24.21.pdf,2d32475c915b749e151decd4dc1d9c8e8c84eccb1b42b57826e24bb3ffb99383,2021-06-24,3,4,12,"12. Boston Pubs, LLC
    Doing business as: THE GINGER MAN
    148 State St., Boston, MA 02109
    License #: LB-98913
    Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to
    transfer the license and the location from the above – To: BarVolpe, LLC d/b/a Bar Volpe
    170 West Broadway, Boston, MA 02127. The premises consist of a one level with booths
    and dining tables along the South wall and a central bar area with combined seating
    capacity of 142. There will be no outdoor seating. Total Square footage of the space is
    approx. 5,200 sqft. Karen Akunowicz, Manager. 2:00 AM Closing Hour.

    Attorney: Nicholas J. Zozula
    CONTINUED TO JUNE 30, 2021",2021-06-24,2021-06-24,LB-98913,LB98913,LB98913,continued,continued,"CONTINUED TO JUNE 30, 2021",False,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-06-24-c012-transfer,license_transfer,transfer_application_disposition,"Boston Pubs, LLC",THE GINGER MAN,"BarVolpe, LLC",Bar Volpe,"148 State St., Boston, MA 02109","170 West Broadway, Boston, MA 02127",,"{""transferor"": ""Boston Pubs, LLC"", ""transferee"": ""BarVolpe, LLC""}",,,
BLB-2021-06-24-c013,BLB-2021-06-24,https://www.boston.gov/sites/default/files/file/2021/06/Board%20Voting%20Agenda%206.24.21.pdf,2d32475c915b749e151decd4dc1d9c8e8c84eccb1b42b57826e24bb3ffb99383,2021-06-24,4,4,13,"13. Laposta Pizza LLC
    Doing business as: Da LaPosta
    12 Farnsworth St., Boston, MA 02210
    License #: LB-99159
    Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to
    transfer the license and the location from the above – To: Haymarket Parcel 9 Investor,
    LLC d/b/a Canopy by Hilton Boston Downtown 99 Blackstone Street Boston, MA
    02109. In whole of said building. Six(6) floor hotel (+/- 145,000 square feet) including
    212 quest rooms, reception area, lobby, offices and meeting room on ground floor, but
    specifically excluding +/- 10,169 square feet of retail space, +/- 1,615 square feet of
    Haymarket Pushcart Association space and +/- 1,776 square feet of Shared Trash Space,
    all on ground floor as shown on plan. Hotel café/lounge with bar area on 2nd floor
    (+/-3,970 square feet) with seating for 137. Year –round outdoor rooftop terrace on 2nd
    floor with seating for 75. Daily hours of operation from 8AM to 2AM. Richard A.
    Galvin, Manager. Lastly, has petitioned to change the License Type - From: Common
    Victualler 7 Day All-Alcoholic Beverages License To: Innholder All-Alcoholic
    Beverages License.
    Attorney: Jon D. Aieta
   GRANTED",2021-06-24,2021-06-24,LB-99159,LB99159,LB99159,granted,granted,GRANTED,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-06-24-c013-transfer,license_transfer,transfer_application_disposition,Laposta Pizza LLC,Da LaPosta,"Haymarket Parcel 9 Investor, LLC",Canopy by Hilton Boston Downtown,"12 Farnsworth St., Boston, MA 02210","99 Blackstone Street Boston, MA 02109",,"{""transferor"": ""Laposta Pizza LLC"", ""transferee"": ""Haymarket Parcel 9 Investor, LLC""}",,,
BLB-2021-06-24-c014,BLB-2021-06-24,https://www.boston.gov/sites/default/files/file/2021/06/Board%20Voting%20Agenda%206.24.21.pdf,2d32475c915b749e151decd4dc1d9c8e8c84eccb1b42b57826e24bb3ffb99383,2021-06-24,4,4,14,"14. T and T Icuisine, Inc.
    Doing business as: SAIGON SEAFOOD RESTAURANT
    268 - 270 Adams St., Dorchester, 02122
    License #: LB-99640
    Holder of a Common Victualler 7 Day Wines and Malt Beverages License has petitioned
    to transfer the license and location from the above – To: Menya Jiro Seaport Inc. d/b/a
    Menya Jiro 50 Northern Ave. Boston MA 02210. Premises at 50 Northern Ave., Fan Pier
    Parcel A Boston consists of a 2,279 square foot portion of the parcel which as one floor,
    two entrances and exits with an approved occupancy of 85. Linda Thi Tong, Manager.
    10:00 PM Closing Hour.
    Attorney: Andrew Upton
    GRANTED",2021-06-24,2021-06-24,LB-99640,LB99640,LB99640,granted,granted,GRANTED,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-06-24-c014-transfer,license_transfer,transfer_application_disposition,"T and T Icuisine, Inc.",SAIGON SEAFOOD RESTAURANT,Menya Jiro Seaport Inc.,Menya Jiro,"268 - 270 Adams St., Dorchester, 02122",50 Northern Ave. Boston MA 02210,,"{""transferor"": ""T and T Icuisine, Inc."", ""transferee"": ""Menya Jiro Seaport Inc.""}",,,
BLB-2021-06-24-c015,BLB-2021-06-24,https://www.boston.gov/sites/default/files/file/2021/06/Board%20Voting%20Agenda%206.24.21.pdf,2d32475c915b749e151decd4dc1d9c8e8c84eccb1b42b57826e24bb3ffb99383,2021-06-24,4,4,15,"15. Social 132, LLC
    Doing business as: SPORTS GRILLE BOSTON
    132 - 134 Canal St., Boston, MA 02114
    License #: LB-99008
    Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to
    transfer the license and the location from the above – To: T and T ICUISINE, Inc. d/b/a
    Saigon Seafood Restaurant 270 Adams Street Dorchester, MA 02122. The premises
    consist of a one story building approx. 2,400 square feet. There is one floor of dining, a
    closed kitchen, storage rooms, and two entrances and two exits. Approved occupancy of
    70. Truc To Thanh Huynh, Manager. 12:00AM Closing Hour.
    Attorney: Andrew Upton
    GRANTED",2021-06-24,2021-06-24,LB-99008,LB99008,LB99008,granted,granted,GRANTED,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-06-24-c015-transfer,license_transfer,transfer_application_disposition,"Social 132, LLC",SPORTS GRILLE BOSTON,"T and T ICUISINE, Inc.",Saigon Seafood Restaurant,"132 - 134 Canal St., Boston, MA 02114","270 Adams Street Dorchester, MA 02122",,"{""transferor"": ""Social 132, LLC"", ""transferee"": ""T and T ICUISINE, Inc.""}",,,
BLB-2021-06-24-c034,BLB-2021-06-24,https://www.boston.gov/sites/default/files/file/2021/06/Board%20Voting%20Agenda%206.24.21.pdf,2d32475c915b749e151decd4dc1d9c8e8c84eccb1b42b57826e24bb3ffb99383,2021-06-24,8,8,1,"1. ST ORIENTAL CORPORATION D/B/A: NEW JUMBO SEAFOOD RESTAURANT 5 -
      9 HUDSON ST BOSTON, MA 02111 License #: LB-99592 Holder of a Common
      Victualler 7 Day Wines and Malt Beverages License has petitioned to transfer the license
      from the above – To: Panda Hot Pot Chinatown, Inc. D/B/A Wei Shu Wu Hot Pot (at the
      same location). Feng Chen, Manager. 3:00 A.M. Closing Hour. Attorney: PETER LIM

      GRANTED",2021-06-24,2021-06-24,LB-99592,LB99592,LB99592,granted,granted,GRANTED,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-06-24-c034-transfer,license_transfer,transfer_application_disposition,ST ORIENTAL CORPORATION,NEW JUMBO SEAFOOD RESTAURANT,"Panda Hot Pot Chinatown, Inc.",Wei Shu Wu Hot Pot,"5 - 9 HUDSON ST BOSTON, MA 02111","5 - 9 HUDSON ST BOSTON, MA 02111",,"{""transferor"": ""ST ORIENTAL CORPORATION"", ""transferee"": ""Panda Hot Pot Chinatown, Inc.""}",,,
BLB-2021-06-24-c035,BLB-2021-06-24,https://www.boston.gov/sites/default/files/file/2021/06/Board%20Voting%20Agenda%206.24.21.pdf,2d32475c915b749e151decd4dc1d9c8e8c84eccb1b42b57826e24bb3ffb99383,2021-06-24,8,8,2,"2. Pivo Ne Vino LLC D/B/A: Fenway Beer Shop 98 VAN NESS ST BOSTON, MA 02215
      License #: LB-145840 Holder of a Retail Package Store All Alcoholic Beverages License
      has petitioned to transfer the license from the above - To: Fenway Beer & Wine
      Corporation d/b/a Fenway Beer Shop (at the same location). Kevin Leng, Manager.
      Closing hour at 11:00 PM. Lastly, has petitioned to pledge the license, inventory, and
      stock to Newburyport Bank. Attorney: Nelson C. Chang

      GRANTED - CONDITION OF NO NIPS; NO SINGLES",2021-06-24,2021-06-24,LB-145840,LB145840,LB145840,granted,granted,GRANTED - CONDITION OF NO NIPS; NO SINGLES,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-06-24-c035-transfer,license_transfer,transfer_application_disposition,Pivo Ne Vino LLC,Fenway Beer Shop,Fenway Beer & Wine Corporation,Fenway Beer Shop,"98 VAN NESS ST BOSTON, MA 02215","98 VAN NESS ST BOSTON, MA 02215",,"{""transferor"": ""Pivo Ne Vino LLC"", ""transferee"": ""Fenway Beer & Wine Corporation""}",,,
BLB-2021-06-24-c035,BLB-2021-06-24,https://www.boston.gov/sites/default/files/file/2021/06/Board%20Voting%20Agenda%206.24.21.pdf,2d32475c915b749e151decd4dc1d9c8e8c84eccb1b42b57826e24bb3ffb99383,2021-06-24,8,8,2,"2. Pivo Ne Vino LLC D/B/A: Fenway Beer Shop 98 VAN NESS ST BOSTON, MA 02215
      License #: LB-145840 Holder of a Retail Package Store All Alcoholic Beverages License
      has petitioned to transfer the license from the above - To: Fenway Beer & Wine
      Corporation d/b/a Fenway Beer Shop (at the same location). Kevin Leng, Manager.
      Closing hour at 11:00 PM. Lastly, has petitioned to pledge the license, inventory, and
      stock to Newburyport Bank. Attorney: Nelson C. Chang

      GRANTED - CONDITION OF NO NIPS; NO SINGLES",2021-06-24,2021-06-24,LB-145840,LB145840,LB145840,granted,granted,GRANTED - CONDITION OF NO NIPS; NO SINGLES,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-06-24-c035-pledge,license_pledge,pledge_application_disposition,,,,,"98 VAN NESS ST BOSTON, MA 02215",,Newburyport Bank,"{""licensee"": ""Fenway Beer & Wine Corporation"", ""pledge_recipient"": ""Newburyport Bank""}",Fenway Beer & Wine Corporation,Fenway Beer Shop,"[""license"", ""stock"", ""inventory""]"
