family_id,member_count,max_score,priority,representative_ref,dates,member_refs,evidence_types,signals,preview
draftfam-a5609ce9e2d5,2,55,broad,EFTA01045056,";May 27, 2017",EFTA01045056;EFTA02649170,self_addressed,,"liquidity for APO. . , redemption, off shore outbound, part to corp. corp merger. asset transfer. ? doisgusied sale installment sale. . inside out side basis, neg basis,. partship tax. , hot assets. , boot. ? tuft gain.."
draftfam-a637fc5a4e6c,2,55,broad,EFTA01193725,,EFTA01193725;EFTA01193728,self_addressed,,Inline-Images: photo.JPG Sony for all the typos .Sent from my iPhone l
draftfam-a85631eb3f49,2,55,broad,EFTA01055160,";February 2, 2017",EFTA01055160;EFTA02662245,self_addressed,,"from arda -she sent me her new passport 10 minutes ago and i sent her the forms, etc for signature with clear instructions."
draftfam-ad6168a1ee23,2,55,broad,EFTA02463326,";May 14, 2016",EFTA00827444;EFTA02463326,self_addressed,,"Jeffrey-i asked tom t to send to me a proposal on what we =e wld recommend his firm do to facilitate an ""internal audit"" of BFP (w=ich touches payables, ledger entries, financial statement preparation, partnership accounting, valuations, grats and other items). The following is what he proposed. --"
draftfam-b563d151dd10,2,55,broad,EFTA02623348,";September 21, 2018",EFTA01022398;EFTA02623348,self_addressed;self_copy_with_others,,"wd 40. shainv mirirro knobs. dresss=ng rom mirro. step. landsscpae light. =solar lights solar flag gsj, light over statue. ta=le at flagpole. . art for master rug for flagpole, rug for lib=ary desk, . new desk chair ."
draftfam-b91785b2ba52,2,55,broad,EFTA00874990,;Thur 4/4/2013,EFTA00874990;EFTA01896103,self_addressed,,"house, staff, terje, bill boris, todd neil, ari, Leon farkas, jay steve, jes, PERSONAL ASST. BANK"
draftfam-be7a0240dbb4,2,55,broad,EFTA00753431,;Tue Oct 26 2010 10:46:47 AM,EFTA00753431;EFTA02417345,self_addressed,,"Forwarded message From: Jeffrey Epstein Date: Tue, Oct 26, 2010 at 6:45 AM Subject: To: Lawrence Krauss Lets talk today.. . Mr concerns are as follows. you asked for funding for a meeting with Dawkins Venter, Pinker. , I raised early concerns with now involving devolpoement peoplle from the university, conceded as it was important to you. , then concerns over no real agenda, then concerns over the fact that questions regarding scuba and restaurants were being asked , rather than agenda , then as"
draftfam-c507d5117ea4,2,55,broad,EFTA01135706,,EFTA00961733;EFTA01135706,self_addressed,,"Attachments: ZDC_PROJECTS_051713_-1.xlsx; ZDC_PROJECT_UPDATE_051713.pdf; photo_1.JPG; photo_4.JPG; photo_5.JPG; photo_1(1).JPG; photo_2.JPG; photo_1(2).JPG; photo_2(1).JPG; photo_2(2).JPG; photo_4(1).JPG; photo_3.JPG; photo_1(3).JPG; photo_2(3).JPG; photo_4(2).JPG Forwarded message From: Zorro Ranch Date: Fri, May 17, 2013 at 9:45 PM Subject: Fwd: ZDC_PROJECTS_051713 To: Jeffrey Epstein Cc: Rich Kahn Good Evening, Please disregard the previous ZDC Projects 051713 the correct file is ZDC Project "
draftfam-c7c5eddadd77,2,55,broad,EFTA00857379,";April 29, 2015",EFTA00857379;EFTA02501778,self_addressed,,"Forwarded message ----- From: Jeffrey E. leevacation@gmail.com> Date: Wed, Apr 29, 2015 at 4:55 PM Subject: Fwd: subjects To: Jeffrey Epstein Forwarded message From: Jeffrey E leevacation@gmail.com> Date: Wed, Apr 29, 2015 at 4:48 PM Subject: subjects To: Jeffrey Epstein I. unlike machines that turn on when the switch is thrown. . in essece default off biological systems are default on. they attempt to stay on. the system of excitaiton and inhibiotn is not dissinmlar from adjusting the speed of "
draftfam-d45350e06005,2,55,broad,EFTA02626110,";August 29, 2018",EFTA01026485;EFTA02626110,self_addressed;self_copy_with_others,,https://www.nytimes.com/2018/08/--/opinion/us-yemen-saudi-arabia-trump-civilian- casualties.html?action=cl=ck&module=Opinion&pgtype=H --
draftfam-d9fd664db2dd,2,55,broad,EFTA02552231,"April 5, 2012",EFTA02552231;EFTA02681253,self_addressed,,"Terje vienna 21-25, istanbul26-28, Sorry for all the typos. Sent from my iPhone"
draftfam-e2766a54439d,2,55,broad,EFTA01059885,";December 2, 2016",EFTA01059885;EFTA02667539,self_addressed,,"He said that the Commissioner could not make the 15th but the 8th is tentative date and is not set yet. He said that the Commissioner is scheduled to be on STX on the 8th,"
draftfam-ebb85d05dc41,2,55,broad,EFTA00847603,,EFTA00847603;EFTA01193260,self_addressed,,Inline-Images: IMG_2128.JPG Sony for all the typos .Sent from my iPhone&
draftfam-001200a98872,1,55,broad,EFTA00816046,,EFTA00816046,draft_handoff,explicit_draft_language;handoff_language,"Ok. Also send Claire a questions n mark On Wednesday, 5 October 2016, Larry Visoski From Gary, Most likely a long shot„ Should I tell Gary to proceed„and see if this deal progresses?, wrote: -Frank is waiting for his buyer to fund the difference, no offic closing date yet, he informs this week. With hurricane approaching, I'm sure he'll use this excuse for a delay until next week. -Manny is review contract with his attorney. Should I tell Gary to proceed? Thx Larry Sent from my iPhone"
draftfam-0101e398eb44,1,55,broad,EFTA00942121,,EFTA00942121,self_addressed,,Wine-Images: photo.JPG Sony for all the typos .Sent from my iPhonelJ
draftfam-018802ed9f09,1,55,broad,EFTA01203524,,EFTA01203524,self_addressed,,Inline-Images: FullSizeRender.jpg Sony for all the typos .Sent from my iPhone
draftfam-01bd2ab163e1,1,55,broad,EFTA00825060,,EFTA00825060,self_addressed,,"Attachments: TramoCarianiDelgutte2016.pdf Forwarded messa e From: MARK TRAMO Date: Wed, Jun 22, 2016 at 3:53 PM Subject: Re: Jeffrey Epstein To: Greetings, - my permanent email address (like all H alums) is - my current active email address to which that email gets forwarded is - my cellphone is 310-913-7879 - the Institute website, which has an ""EMail the Director"" link, is http://www.BrainMusic.org - yes, I asked JE to send me a CD w/ MRI images when we spoke Sun - if he is willing and they ar"
draftfam-02cb9bd540b2,1,55,broad,EFTA01905128,Fri 2/1/2013,EFTA01905128,self_addressed,,"Below from Jilla in Terje's office...is it ok for Terje to bring Mona and the kids on the 18th? Dear Lesley, Terje will arrive in New York with Mona and kids on Saturday February 16. He said it is fine but I was wondering if Mona and kids also are invited? Best, Jilla"
draftfam-0369124ab25f,1,55,broad,EFTA00863642,,EFTA00863642,self_addressed,,Inline-Images: IMG_1253.JPG Sony for all the typos .Sent from my iPhonelJ
draftfam-0399d405f921,1,55,broad,EFTA00936340,,EFTA00936340,self_addressed,,"Making reservation , cranky , priorty conversation . Sony for all the typos .Sent from my iPhone"
draftfam-04582cb8cc28,1,55,broad,EFTA02625976,"January 21, 2019",EFTA02625976,self_addressed,,h=https://cointelegraph.com/news/united-arab-emirates-and-saudi-arabia-collabo=ate-on-new-cryptocurrency --
draftfam-04de847e2698,1,55,broad,EFTA01930621,"April 1, 2014",EFTA01930621,self_addressed,,"-------- Forwarded message -------- From: Rabbi Asher Federman Date: Tuesday, April 1, 2014 Subject: S. Thomas To: jeffrey@jeffreypstein.org Dear Mr. Jeffrey Epstein, My family and I live on island for the last eight and a half years. We run the local Chabad House as well as a Jewish Welcome Center in downtown. We have grown tremendously over the years and have touched tens of thousands of Jews visiting the island. We have an ongoing relationship and service the majority of Jews on the island as"
draftfam-04dfd762e1ff,1,55,broad,EFTA02617861,"October 31, 2018",EFTA02617861,self_addressed,,https://www.nytimes.com/2018/10/31/world/middleeast/saudi-arabia-yemen-cease-fire.html --
draftfam-04ec24ce7e05,1,55,broad,EFTA02439970,Mon 7/20/2009 3:31:54 PM,EFTA02439970,self_addressed,,"MPI for Biological Cybernetics Dept. Braitenberg, Emeriti Spemannstraße 38 72076 Tübingen Telefax: 49-7071-601-577 Room: U1 Publications vehicle"
draftfam-058374493085,1,55,broad,EFTA00838752,,EFTA00838752,self_addressed,,Inline-Images: IMG_8814.JPG Sony for all the typos .Sent from my iPhonelJ
draftfam-059edd97ef2d,1,55,broad,EFTA02532153,"August 26, 2010",EFTA02532153,blank_recipient,explicit_draft_language;handoff_language,"alfredo the houseman that stole the book, received 48 months in prison p=us three years probation on his latest charge. On Thu, Aug 26, 2010 at 7:44 AM, Subject: Re: of course On Thu, Aug 26, 2010 at 7:22 AM, <<= hrefwrote: Use this e mail for me not ellmax. Thx for advice Gx ***************************************** The information contained in this c=mmunication is confidential, may be attorney-client privileged, may constitute inside information, and is intended only for the use of the a=dres"
draftfam-07f9cbc195ff,1,55,broad,EFTA02607618,"January 3, 2019",EFTA02607618,draft_handoff,explicit_draft_language;handoff_language,"thats office does she have a cell On Thu, Jan 3, 2019 at 12:41 PM Erik= Kellerhals St. Thomas, VI 00802 Email: Tel: Cell: Fax: Notice: This= communication may contain privileged or other confidential information. If you are not the intended recipient, or believe that you have receive= this communication in error, please do not print, copy, re-transmit, diss= minate, or otherwise use this information. Also, please indicate to =he sender that you have received this e-mail in error, and delete the "
draftfam-080dfdf286c2,1,55,broad,EFTA02488388,"September 5, 2015",EFTA02488388,draft_handoff,explicit_draft_language;handoff_language,"send it . you dont understand LAW FIRM economics not the same. i got rid of=teddy bear. your turn On Fri, Sep 4, 2015 at 11:52 PM, Kathy Rue=mler < wrote: I can't send this. Not =e. I get that it is business, and I agree, but I do understand law f=rm economics and there is no way they pay me $6 mm without an expectation =hat I justify that. Don't want the pressure or resentment that c=mes from being overpaid in the eyes of others at the firm, either there or=at Latham. Only one partner at Latham"
draftfam-08379db81ec8,1,55,broad,EFTA02475823,"April 7, 2018",EFTA02475823,self_addressed,,"Forwarded messagFrom: jeffrey E. Date: Wed, Apr 22, 2015 at 1:56 PM Subject: another flowery email. To: Melanie Spinella < I am sor=y. I realize you are under tremendous stress, In Bedford you a=ked me for my help I could not have been more clear that thoug=t it very unwise as in my words I did not want any financial a=rangment between us, it risked conflict and tension what neith=r of us needed more of. and did not want to risk torturing our friendship =nto the likes of the kind you have with M"
draftfam-089462b53820,1,55,broad,EFTA00848682,,EFTA00848682,draft_handoff,explicit_draft_language;handoff_language,"layout and head ok thanks On Fri, Aug 14, 2015 at 12:34 PM, Leighton Allenby wrote: Hello Mr. Epstein, Attached is a sketch of a shower layout that would work, shower head replacement, valve and handheld replacement options. The exact shower head, valve box, handles and handheld are discontinued. Options for each are attached and are as close to the original as possible. Merwin found a used fixed shower head in NYC if you want to use this in Cabana 1. I am not sure why it was replaced or works? "
draftfam-0a070be1b89b,1,55,broad,EFTA01194967,,EFTA01194967,self_addressed,,Inline-Images: IMG_I253.JPG Sony for all the typos .Sent from my iPhone
draftfam-0b129b675276,1,55,broad,EFTA00670777,,EFTA00670777,self_addressed,,Inline-Images: IMG_2435.JPG Sony for all the typos .Sent from my iPhonelJ
draftfam-0bedc1b54815,1,55,broad,EFTA01205691,,EFTA01205691,self_addressed,,Inline-Images: FullSizeRender.jpg So for all the t os .Sent from m iPhone
draftfam-0c7916661a6e,1,55,broad,EFTA00961487,,EFTA00961487,self_addressed,,http://www.empireval.com/downloads/libraryality-HedgeFundInterestsValuation.pdf
draftfam-0ca1e59d87d1,1,55,broad,EFTA00955415,,EFTA00955415,self_addressed,,http://wwwjdsupra.corn/legalnews/tax-reduction-and-deferral-strategi-02729/
draftfam-0d0fc1123429,1,55,broad,EFTA02571546,"June 27, 2013",EFTA02571546,blank_recipient,explicit_draft_language;handoff_language,"of course On Thu, Jun 27, 2013 at 1:29 PM, wrote: We are drafting - I need you to review and get gov to push it forwar= : ) Member Notice: This communication may contain privileged or other confidential =nformation. If you are not the intended recipient, or believe that you =ave received this communication in error, please do not print, copy, re-tr=nsmit, disseminate, or otherwise use this information. Also, please indicate to the sender that you have rec=ived this e-mail in error, and delete th"
draftfam-0da469eb58d0,1,55,broad,EFTA00694191,,EFTA00694191,self_addressed,,Inline-Images: IMG_2289.JPG Sony for all the typos .Sent from my iPhonelJ
draftfam-0e853c816c61,1,55,broad,EFTA00697950,,EFTA00697950,self_addressed,,Inline-Images: IMG_2312.JPG Sony for all the typos .Sent from my iPhoneIJ
draftfam-0fab59620ef4,1,55,broad,EFTA00839451,,EFTA00839451,self_addressed,,Inline-Images: IMG_2437.JPG Sony for all the typos .Sent from my iPhonelJ
draftfam-0fd857e619d3,1,55,broad,EFTA01966177,"Jul 16, 2013",EFTA01966177,self_addressed,,"-------- Forwarded message -------- From: Tohru Date: Tue, Jul 16, 2013 at 7:00 PM Subject: amyloid increases homocysteic acid toxicity To: Dear Christina; I am afraid Jeffrey has a question about the relationship between amyloid beta and homocysteic acid in blood for Alzheimer's disease process. Amyloid hypothesis is still valid for preventing AD. We already observed that homocysteic acid toxicity, especially, neurodegenerative toxicity, will increase in the presence of amyloid. However it has "
draftfam-1343353912d0,1,55,broad,EFTA00630715,,EFTA00630715,self_addressed,,Inline-Images: IMG_3906.JPG Sony for all the typos .Sent from my iPhoneIJ
draftfam-1376061e6c0b,1,55,broad,EFTA00999365,,EFTA00999365,self_addressed,,"wexler trustee„ tra, josh, gift trust, house priject. clat. . torn, tarry, . charity, esate bank, partnership. monies death, publishing."
draftfam-13e57d28444b,1,55,broad,EFTA01037692,,EFTA01037692,self_addressed,,lane-Images: Screen_Shot_2017-08-11_at_10.07.58_AM.png Wnline image 1
draftfam-152f3ad9d0b5,1,55,broad,EFTA00826516,,EFTA00826516,self_addressed,,"each time you tell me how much money you have paid, you have saved close to 2 billion. capital plus estate. your office is a mess. a total fucking mess. sorry, drama class is about to begin"
draftfam-15cc756045f0,1,55,broad,EFTA02669969,"November 17, 2016",EFTA02669969,draft_handoff,explicit_draft_language;handoff_language,"ok On Wed, Nov 16, 2016 at 9:47 PM, Margherita &=t wrote: Hey Jeffrey, Bella asked me to write you because she received the bill from dr morrow th= dentist and she asked me why I purchased an electric brush but actually I=didn't ask or anything like that. On my way out one doctors assistant came to me a said you need to use this to brush you teeth not the no=mal one and explained how to use it. So I don't know what to say. Bell= asked me if you were aware of this purchase. -- =lease note"
draftfam-1812cf745d35,1,55,broad,EFTA00823578,,EFTA00823578,self_addressed,,Inline-Images: Screen_Shot_2016-07-22_at_3.02.47_PM.png; Screen_Shot_2016-07- 22_at_3.02.26_PM.png 2Inline image 2 Online image 1
draftfam-19427dbcd97d,1,55,broad,EFTA02497796,"June 21, 2015",EFTA02497796,self_addressed,,"--- is intelligencce is the equicalnet of mental power . a time d=rivative of mental work done though people might get the same work =one its is the speed at which it happens that is the determaive factor . more energy release in a kg of coal then in a kg of dynamite. does money transalte into time? ?, a limited res=urce? a means of exchange. a currency, intel=igence seems to be the capacity to get the job done quickly. ,=if one person can do the job quickly , there intleelinve is higher than if"
